stock_id,name,ticker,country,currency,sector,industry,sub_industry,beta,avg_daily_volume,side,posn_shares,cost_basis_local,market_price_local
667,equity_667,FWV,GBR,GBP,Energy,Energy,Coal & Consumable Fuels,0.675104338,52405,LONG,144696,16.61,17.13
668,equity_668,AXZ,CHN,CNY,Health Care,Health Care Equipment & Services,Health Care Distributors,1.013850681,356509,LONG,1129,765.01,792.31
669,equity_669,ENN,FRA,EUR,Industrials,Capital Goods,Building Products,1.36396192,78560,LONG,9276,36.67,40.15
670,equity_670,LZL,AUS,AUD,Utilities,Utilities,Multi-Utilities and Unregulated Power,0.91664117,1407448936,SHORT,-141730,25.79,27.26
671,equity_671,VYV,ITA,EUR,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.585208836,175595,LONG,168569,44.83,49.8
672,equity_672,NEM,BEL,EUR,Consumer Discretionary,Automobiles & Components,Auto Parts & Equipment,0.655655471,1969300,SHORT,-960,75.68,78.66
673,equity_673,OOF,FIN,EUR,Materials,Materials,Specialty Chemicals,2.785002508,10857,LONG,1158,62.01,61.79
674,equity_674,ATM,FIN,EUR,Consumer Discretionary,Consumer Durables & Apparel,Homebuilding,0.575579935,29384,LONG,16436,99.61,94.53
675,equity_675,FGA,CAN,CAD,Consumer Discretionary,Retailing,Department Stores,0.95389547,3991301,LONG,58906,61.76,60.37
676,equity_676,NFC,BRA,BRL,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2.246111263,11786,LONG,29835,264.19,246.83
677,equity_677,BZH,FIN,EUR,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,0.700528913,79687,SHORT,-1756,189.94,169.76
678,equity_678,LQN,JPN,JPY,Industrials,Commercial Services & Supplies,Diversified Support Services,0.556400448,428680,SHORT,-1082,13458.39,12635.98
679,equity_679,XOH,USA,USD,Financials,Real Estate,Specialized REITs,0.878727306,1964469,LONG,12340,135.73,133.21
680,equity_680,VMS,ITA,EUR,Financials,Diversified Financials,Other Diversified Financial Services,2.280407566,8285,LONG,5181,174.42,178.92
681,equity_681,RGA,HKG,CNY,Financials,Banks,Thrifts & Mortgage Finance,0.464000281,110100359,SHORT,-28805,541.15,539.04
682,equity_682,AZO,ITA,EUR,Industrials,Transportation,Air Freight & Logistics,0.50854536,5453,LONG,13054,79.21,77.99
683,equity_683,JVR,GRC,EUR,Industrials,Transportation,Highways & Railtracks,0.946355699,5933313,SHORT,-6238,82.12,74.78
684,equity_684,UQL,CAN,CAD,Industrials,Capital Goods,Construction & Engineering,1.150251446,16135685,SHORT,-1624,180.3,171.28
685,equity_685,SKF,NLD,EUR,Financials,Real Estate,Real Estate Services,0.552381127,19486,LONG,28573,14.68,14.77
686,equity_686,QXC,DEU,EUR,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,1.257879111,15954,LONG,47054,163.27,168.92
687,equity_687,SGK,USA,CAD,Health Care,Health Care Equipment & Services,Health Care Services,0.879803704,171330,LONG,2827,23.11,23.44
688,equity_688,FZP,CHE,CHF,Financials,Insurance,Reinsurance,0.711186459,172720,LONG,14597,137.19,143.19
689,equity_689,NKB,USA,CAD,Consumer Staples,Food & Staples Retailing,Drug Retail,0.436858479,15743271,LONG,2086,117.99,126.05
690,equity_690,DFO,FRA,EUR,Industrials,Capital Goods,Heavy Electrical Equipment,0.845256598,177006,LONG,11970,148.64,149.22
691,equity_691,VRR,DEU,USD,Information Technology,Technology Hardware & Equipment,Computer Hardware,0.852287533,3960144,SHORT,-722,114.04,120.17
692,equity_692,SJY,USA,USD,Consumer Staples,Food & Staples Retailing,Drug Retail,0.917152047,168,LONG,466,167.99,175.23
693,equity_693,JGY,FRA,EUR,Health Care,Health Care Equipment & Services,Health Care Services,0.562843419,46281,SHORT,-1013,154.48,157.96
694,equity_694,XXC,FRA,EUR,Financials,Real Estate,Real Estate Management & Development,1.71445894,1035,SHORT,-786,88.1,91.81
695,equity_695,ITE,DEU,EUR,Information Technology,Technology Hardware & Equipment,Communications Equipment,1.240702701,10111,SHORT,-4975,19.29,17.29
696,equity_696,JRE,FRA,EUR,Materials,Materials,Industrial Gases,1.278575858,253,LONG,682,120.17,122.27
697,equity_697,NJL,FIN,EUR,Consumer Discretionary,Media,Cable & Satellite,0.850563596,46858,SHORT,-22923,59.08,57.98
698,equity_698,JCF,CHE,CHF,Industrials,Transportation,Trucking,2.032748094,142026,LONG,26532,6.02,6.24
699,equity_699,MIY,HKG,HKD,Financials,Insurance,Multi-line Insurance,1.964640172,11858318,LONG,28857,281.85,277.67
700,equity_700,NMC,DEU,USD,Industrials,Transportation,Marine,0.719359196,2727,SHORT,-6963,51.72,52
701,equity_701,JPU,DEU,EUR,Financials,Real Estate,Real Estate Development,0.77256168,84394231,LONG,9649,64.57,59.55
702,equity_702,ONC,HKG,HKD,Industrials,Commercial Services & Supplies,Diversified Support Services,1.76405877,73777,LONG,241,541.02,518.05
703,equity_703,XGY,BRA,BRL,Industrials,Commercial Services & Supplies,Research & Consulting Service,0.765704908,19884,LONG,1069,323.8,331.17
704,equity_704,MDA,FRA,EUR,Materials,Materials,Paper Packaging,0.615448113,4745,LONG,2574,101.32,101.87
705,equity_705,CLM,ESP,EUR,Consumer Discretionary,Consumer Durables & Apparel,Textiles,4.601965593,51463,LONG,2001,107.41,105.16
706,equity_706,PPY,NLD,EUR,Consumer Discretionary,Automobiles & Components,Automobile Manufacturers,0.567265451,74728,SHORT,-3056,139.29,128.6
707,equity_707,EZK,USA,CAD,Materials,Materials,Construction Materials,0.860112936,15377220,SHORT,-2875,174.9,177.18
708,equity_708,YOI,BRA,BRL,Consumer Staples,Food & Staples Retailing,Food Distributors,1.637095373,37652,SHORT,-1018,449.07,461.45
709,equity_709,ZPH,USA,CAD,Consumer Discretionary,Retailing,Distributors,1.379652992,393160227,LONG,44441,128.21,130.31
710,equity_710,BQY,CAN,CAD,Financials,Diversified Financials,Consumer Finance,1.566949536,631048,SHORT,-69,180.1,187.56
711,equity_711,PBX,DEU,EUR,Industrials,Commercial Services & Supplies,Diversified Support Services,1.630282079,12379,SHORT,-885,167.53,167.11
712,equity_712,KEZ,ESP,EUR,Health Care,Health Care Equipment & Services,Health Care Technology,1.802056508,1328,LONG,593,100.21,97.79
713,equity_713,JMC,JPN,JPY,Consumer Discretionary,Consumer Durables & Apparel,Textiles,0.61680702,56224924,LONG,6180,11761.13,12602.79
714,equity_714,YMN,ESP,EUR,Utilities,Utilities,Gas Utilities,1.400217129,6840,LONG,7551,122.7,124.7
715,equity_715,OMP,FIN,EUR,Industrials,Transportation,Marine,1.255378672,10724,LONG,4238,162.39,168.34
716,equity_716,RUT,USA,USD,Financials,Diversified Financials,Other Diversified Financial Services,2.280833723,76642521,LONG,7966,28.4,28.58
717,equity_717,GAM,FIN,EUR,Consumer Discretionary,Consumer Durables & Apparel,Housewares & Specialties,0.959173109,21562478,SHORT,-46472,30.1,29.89
718,equity_718,KDU,CHE,CHF,Financials,Real Estate,Mortgage REITs,0.818072849,95703531,SHORT,-11399,89.28,81.65
719,equity_719,MQY,CHN,CNY,Industrials,Transportation,Marine Ports & Services,0.94618277,56671181,SHORT,-5917,697.86,727.18
720,equity_720,KDX,CHE,CHF,Financials,Real Estate,Diversified REITs,0.72714657,960558,SHORT,-1262,178.01,183.74
721,equity_721,BUG,BEL,EUR,Industrials,Transportation,Marine,1.953062036,586,SHORT,-1417,159.74,153.24
722,equity_722,BMC,CHN,CNY,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,0.987998982,90513,SHORT,-2060,328.93,308.81
723,equity_723,NQB,USA,USD,Consumer Discretionary,Consumer Durables & Apparel,Consumer Electronics,1.007244509,80425431,SHORT,-9602,166.44,163.97
724,equity_724,KRE,HKG,CNY,Information Technology,Technology Hardware & Equipment,Computer Hardware,0.598471068,321,SHORT,-711,428.23,395.26
725,equity_725,RTO,JPN,JPY,Information Technology,Technology Hardware & Equipment,Technology Distributors,4.210114043,3323,SHORT,-113,18227.34,19639.57
726,equity_726,OAA,AUS,AUD,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,0.872169761,2555761,LONG,5216,45.64,47.14
727,equity_727,XNZ,AUS,AUD,Industrials,Capital Goods,Industrial Conglomerates,0.612275264,73983003,LONG,14307,225.62,245.81
728,equity_728,SIQ,CAN,CAD,Consumer Discretionary,Retailing,Department Stores,1.185037952,427438,LONG,68464,29.94,29.19
729,equity_729,TEZ,ESP,EUR,Financials,Real Estate,Real Estate Development,0.963587804,470927,SHORT,-17351,71.61,72.87
730,equity_730,OOQ,GBR,USD,Consumer Discretionary,Retailing,Specialty Stores,1.296285629,391459,SHORT,-44196,47.08,46.15
731,equity_731,BUN,USA,USD,Industrials,Commercial Services & Supplies,Diversified Commercial Services,1.586153294,431,SHORT,-184,166.46,171.59
732,equity_732,COS,ESP,EUR,Consumer Staples,Food Beverage & Tobacco,Meat Poultry & Fish,0.723363544,1113116,SHORT,-6512,156.07,156.53
733,equity_733,PTJ,GBR,GBP,Health Care,Health Care Equipment & Services,Health Care Facilities,0.595786831,44305275,SHORT,-4525,18.4,16.57
734,equity_734,IVU,GRC,EUR,Consumer Discretionary,Retailing,Specialty Stores,1.690234994,24032,SHORT,-7685,148.3,152.52
735,equity_735,BFG,GBR,GBP,Industrials,Capital Goods,Agricultural & Farm Machinery,0.956478003,58988730,SHORT,-6787,129.75,123.82
736,equity_736,YBW,RUS,USD,Consumer Discretionary,Media,Broadcasting & Cable TV,0.922121406,846735724,LONG,89318,9.21,9.66
737,equity_737,BGR,JPN,JPY,Industrials,Capital Goods,Aerospace & Defense,1.00373401,158979,SHORT,-18085,13360.81,14396.19
738,equity_738,QVW,CAN,CAD,Information Technology,Technology Hardware & Equipment,Technology Distributors,0.877363135,9833280,SHORT,-1461,216.4,198.29
739,equity_739,RFJ,NLD,EUR,Financials,Banks,Thrifts & Mortgage Finance,1.272379269,33234837,LONG,44598,60,61.58
740,equity_740,PHZ,GRC,EUR,Information Technology,Software & Services,Home Entertainment Software,1.096664579,4802,SHORT,-4008,144.28,146.9
741,equity_741,NVA,ITA,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Specialized Consumer Services,0.835718958,6090,SHORT,-3617,106.1,103.06
742,equity_742,JDQ,DEU,EUR,Industrials,Commercial Services & Supplies,Commercial Printing,3.275107359,2701,SHORT,-6675,36.46,37.28
743,equity_743,PCA,HKG,CNY,Materials,Materials,Specialty Chemicals,1.263780972,21591742,SHORT,-4862,419.56,444.16
744,equity_744,UJO,USA,CAD,Financials,Real Estate,Office REITs,1.118115586,175441811,LONG,19175,81.68,81.69
745,equity_745,TZG,USA,CAD,Financials,Real Estate,Diversified REITs,1.766702938,1839,SHORT,-1553,211.11,201.96
746,equity_746,FFP,AUS,AUD,Financials,Real Estate,Industrial REITs,3.833209351,434003119,SHORT,-50980,55.38,54.97
747,equity_747,CCX,USA,CAD,Industrials,Transportation,Trucking,1.639890414,455593,LONG,206,33.91,32.41
748,equity_748,AHO,BEL,EUR,Consumer Discretionary,Automobiles & Components,Automobile Manufacturers,2.682144833,1573,SHORT,-4266,144.94,155.8
749,equity_749,DXT,GBR,USD,Consumer Staples,Food Beverage & Tobacco,Soft Drinks,1.925252679,1015,SHORT,-3029,174.35,198.02
750,equity_750,MMH,BEL,EUR,Materials,Materials,Metal & Glass Containers,0.911264846,5444,LONG,6019,47.47,51.55
751,equity_751,OCW,FIN,EUR,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,0.774602504,52733901,SHORT,-46752,62.41,58.93
752,equity_752,IHV,HKG,HKD,Information Technology,Software & Services,Systems Software,1.945200551,58826,LONG,16911,260.61,259.65
753,equity_753,QVU,GBR,USD,Materials,Materials,Precious Metals & Minerals,1.166510862,1610,SHORT,-4373,38.82,37.86
754,equity_754,QUB,AUS,AUD,Consumer Discretionary,Retailing,Department Stores,0.555775369,72180042,LONG,25149,48.57,44.55
755,equity_755,RNP,HKG,HKD,Industrials,Commercial Services & Supplies,Human Resource & Employment Services,1.055003655,22933206,LONG,2467,312.46,323.1
756,equity_756,LSM,HKG,HKD,Consumer Discretionary,Retailing,Internet Retail,0.63972528,245607882,SHORT,-26146,1124.83,1231.92
757,equity_757,QQB,CHN,CNY,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,1.010101982,80150,LONG,34867,1124.12,1078.34
758,equity_758,ZOF,CHE,CHF,Industrials,Transportation,Trucking,1.426128418,17201,LONG,48890,6.73,7.39
759,equity_759,CMO,ITA,EUR,Financials,Insurance,Multi-line Insurance,0.981018856,3291,SHORT,-3034,130.63,136.32
760,equity_760,HAJ,NLD,EUR,Industrials,Transportation,Marine Ports & Services,0.772415676,7914766,SHORT,-828,94.33,95.5
761,equity_761,DNX,BRA,BRL,Materials,Materials,Construction Materials,1.787218003,1067,SHORT,-2892,313.74,293.92
762,equity_762,OKB,GRC,EUR,Industrials,Transportation,Airlines,0.74654441,1211,SHORT,-739,109.12,100.88
763,equity_763,FAA,USA,USD,Consumer Discretionary,Consumer Durables & Apparel,Footwear,1.139758994,34021,LONG,15638,96.92,103.12
764,equity_764,NFH,BRA,BRL,Financials,Real Estate,Real Estate Services,1.309986695,29210,SHORT,-17876,251.33,223.12
765,equity_765,NKF,AUS,AUD,Materials,Materials,Forest Products,1.984758735,12805,SHORT,-10443,101.16,95.16
766,equity_766,FDR,NLD,EUR,Information Technology,Software & Services,Application Software,1.303517108,10180,SHORT,-9033,162.88,156.3
767,equity_767,ENV,GBR,USD,Information Technology,Software & Services,Systems Software,1.340316771,2217,SHORT,-5697,39.58,43
768,equity_768,HTA,ITA,EUR,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,0.556858779,16747856,SHORT,-68201,121.59,135.66
769,equity_769,UOZ,FRA,EUR,Consumer Discretionary,Retailing,Home Improvement Retail,0.650203328,213444,SHORT,-129294,17.64,17.28
770,equity_770,UDE,USA,CAD,Financials,Banks,Diversified Banks,0.552295652,5010877,LONG,339690,16.05,15
771,equity_771,LNT,HKG,HKD,Consumer Discretionary,Consumer Durables & Apparel,Textiles,1.933208327,10796,SHORT,-677,495.49,501.68
772,equity_772,HQD,HKG,HKD,Consumer Staples,Household & Personal Products,Household Products,0.746584582,685327,SHORT,-25241,147.49,142.5
773,equity_773,DOZ,DEU,EUR,Information Technology,Software & Services,Data Processing & Outsourced Services,0.610987631,261737,LONG,9062,135.74,140.9
774,equity_774,GYM,BRA,BRL,Health Care,Health Care Equipment & Services,Health Care Supplies,1.763059183,904,LONG,266,111.15,117.46
775,equity_775,PNR,USA,CAD,Information Technology,Technology Hardware & Equipment,Networking Equipment,1.323737939,82248,SHORT,-9413,27.41,27.57
776,equity_776,YOG,JPN,JPY,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,0.839435019,1234529,SHORT,-6366,18401.67,18717.8
777,equity_777,WOM,FIN,EUR,Energy,Energy,Oil & Gas Equipment & Services,0.57622092,23371830,LONG,40873,32.52,33.72
778,equity_778,ILU,GBR,USD,Financials,Diversified Financials,Specialized Finance,1.817301517,51286,LONG,80956,20.44,21.69
779,equity_779,CME,GBR,GBP,Financials,Insurance,Reinsurance,2.25205203,45126898,LONG,21373,141.53,130.94
780,equity_780,FTZ,CHE,CHF,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,0.650489131,4499633979,LONG,524957,8.59,8.63
781,equity_781,ATC,RUS,USD,Consumer Discretionary,Consumer Durables & Apparel,Homebuilding,1.359714179,7228770,SHORT,-11259,63.38,61.34
782,equity_782,XQV,HKG,HKD,Financials,Insurance,Multi-line Insurance,0.734856266,32474,LONG,23483,814.06,934.57
783,equity_783,HUM,ITA,EUR,Financials,Real Estate,Real Estate Management & Development,1.323048793,7744115,LONG,4869,176.04,171.54
784,equity_784,NCH,GRC,EUR,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,2.434099346,7461051,LONG,822,72.92,74.44
785,equity_785,MJI,GBR,GBP,Industrials,Commercial Services & Supplies,Commercial Printing,0.878411792,503,SHORT,-449,78.19,79.69
786,equity_786,XDO,CHE,CHF,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,0.593226573,10144004,SHORT,-14964,42.38,44.62
787,equity_787,ZOE,FIN,EUR,Financials,Insurance,Multi-line Insurance,1.605193563,169465,SHORT,-34786,36.88,36.23
788,equity_788,SXK,ITA,EUR,Information Technology,Technology Hardware & Equipment,Computer Storage & Peripherals,1.195729188,733563,SHORT,-5514,28.2,27.72
789,equity_789,ILQ,ESP,EUR,Industrials,Capital Goods,Trading Companies & Distributors,3.104078606,202487,LONG,12301,52.44,50.09
790,equity_790,OOZ,AUS,AUD,Industrials,Capital Goods,Electrical Components & Equipment,0.907352445,313231,SHORT,-59462,27.85,29.51
791,equity_791,EYN,BEL,EUR,Health Care,Health Care Equipment & Services,Health Care Facilities,1.529381783,731,SHORT,-1163,82.54,81.44
792,equity_792,HWE,USA,CAD,Consumer Discretionary,Retailing,Automotive Retail,0.741127369,230460,LONG,9067,226.85,236.92
793,equity_793,QFZ,ITA,EUR,Materials,Materials,Precious Metals & Minerals,0.944307713,2512,SHORT,-2553,42.04,42.77
794,equity_794,USQ,GBR,GBP,Consumer Discretionary,Consumer Durables & Apparel,Household Appliances,0.691947507,19230138,SHORT,-15809,84.8,82.6
795,equity_795,PGD,HKG,CNY,Consumer Staples,Food & Staples Retailing,Food Retail,1.086454498,469300,LONG,6711,262.86,261.71
796,equity_796,GJJ,USA,CAD,Consumer Discretionary,Media,Movies & Entertainment,0.550869918,160454523,LONG,18865,95.96,92.44
797,equity_797,CNH,CAN,CAD,Utilities,Utilities,Multi-Utilities and Unregulated Power,1.699655203,285561712,SHORT,-32750,66.52,67.83
798,equity_798,RZT,BEL,EUR,Financials,Real Estate,Real Estate Management & Development,1.051797978,287410180,LONG,33274,48.74,50.16
799,equity_799,JRL,FIN,EUR,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,1.235122303,20761,LONG,3372,160.66,167.35
800,equity_800,WYK,RUS,USD,Consumer Discretionary,Hotels Restaurants & Leisure,Leisure Facilities,2.481092782,31419,SHORT,-10494,110.43,111.5
801,equity_801,JZB,RUS,USD,Financials,Real Estate,Real Estate Operating Companies,0.977152155,14419,SHORT,-12562,45.97,47.15
802,equity_802,AHJ,ITA,EUR,Utilities,Utilities,Gas Utilities,2.264380965,32451,SHORT,-8850,181.04,170.51
803,equity_803,HQJ,RUS,USD,Industrials,Capital Goods,Construction & Engineering,0.99153596,12392598,SHORT,-4377,134.67,130.83
804,equity_804,URJ,HKG,HKD,Materials,Materials,Paper Packaging,0.807570129,1995,SHORT,-4471,798.9,747.88
805,equity_805,LYF,BRA,BRL,Information Technology,Technology Hardware & Equipment,Electronic Manufacturing Services,0.958733314,5516,SHORT,-5592,266.75,248.1
806,equity_806,IPT,USA,CAD,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,1.38451768,3298605,SHORT,-10754,88.14,88.08
807,equity_807,GKA,JPN,JPY,Financials,Real Estate,Diversified Real Estate Activities,0.897877033,13671,LONG,13482,11145.88,11262.81
808,equity_808,EXJ,ESP,EUR,Industrials,Transportation,Air Freight & Logistics,0.64900986,41513,LONG,6408,92.92,93.75
809,equity_809,KQJ,GBR,USD,Industrials,Transportation,Airport Services,0.574944093,3233271,SHORT,-3703,128.07,117.67
810,equity_810,FJL,GRC,EUR,Health Care,Health Care Equipment & Services,Health Care Services,0.924777723,1799392,LONG,180,71.94,72.28
811,equity_811,HJH,HKG,CNY,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,2.686825574,4398349,LONG,9483,966.58,942.35
812,equity_812,YXT,GBR,GBP,Financials,Diversified Financials,Consumer Finance,0.71760419,17380,LONG,1115,112.26,113.9
813,equity_813,WPV,CHE,CHF,Industrials,Transportation,Marine,1.041973387,486,LONG,1200,107.23,113.33
814,equity_814,ZKX,GBR,GBP,Consumer Discretionary,Retailing,Specialty Stores,0.67967082,6920,LONG,17854,34.08,32.93
815,equity_815,YTG,FIN,EUR,Financials,Real Estate,Retail REITs,1.031180246,20338223,LONG,19521,39.72,45.13
816,equity_816,LTQ,JPN,JPY,Health Care,Pharmaceuticals & Biotechnology,Life Sciences Tools & Services,0.75493626,6498,SHORT,-10150,18420.42,17785.64
817,equity_817,PQR,AUS,AUD,Industrials,Capital Goods,Trading Companies & Distributors,0.705957019,2773544,SHORT,-29613,65.24,62.93
818,equity_818,ZZE,FRA,EUR,Consumer Discretionary,Consumer Durables & Apparel,Housewares & Specialties,1.134474336,3909,SHORT,-1466,172.02,180.09
819,equity_819,VUN,CHN,CNY,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,1.576347007,218943,LONG,2234,748.71,734.38
820,equity_820,WLP,CAN,CAD,Industrials,Commercial Services & Supplies,Human Resource & Employment Services,3.364354299,2698,LONG,2165,62.76,64.58
821,equity_821,QRC,ESP,EUR,Materials,Materials,Forest Products,1.717359429,28628374,LONG,2903,59.04,61.06
822,equity_822,WMO,JPN,JPY,Materials,Materials,Construction Materials,0.506018686,26376,SHORT,-17819,4271.78,4406.42
823,equity_823,EAQ,RUS,USD,Financials,Real Estate,Diversified REITs,1.792284145,2476,SHORT,-6797,160.63,140.65
824,equity_824,NRE,DEU,USD,Financials,Insurance,Life & Health Insurance,0.997277513,104808713,SHORT,-12173,77.52,73.18
825,equity_825,YIL,CAN,CAD,Materials,Materials,Specialty Chemicals,0.913930248,1111,SHORT,-3170,79.27,81.19
826,equity_826,CTW,RUS,USD,Industrials,Capital Goods,Construction & Engineering,0.718466857,534,SHORT,-909,201.82,187.6
827,equity_827,PAO,GRC,EUR,Materials,Materials,Precious Metals & Minerals,0.829186111,37022,SHORT,-23902,22.2,22.6
828,equity_828,ZIX,AUS,AUD,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,1.698548637,66932766,SHORT,-22062,22.81,20.93
829,equity_829,NWZ,GBR,GBP,Materials,Materials,Industrial Gases,1.47335464,1594,LONG,509,119.27,114.08
830,equity_830,RTR,GRC,EUR,Consumer Discretionary,Consumer Durables & Apparel,Household Appliances,0.69800234,4243816,LONG,4258,165.05,172.87
831,equity_831,GNN,BEL,EUR,Industrials,Transportation,Airlines,1.220121053,1995,LONG,724,77.87,75.25
832,equity_832,BFY,AUS,AUD,Materials,Materials,Commodity Chemicals,1.16695248,20967,SHORT,-1467,205.93,191.73
833,equity_833,QJX,GRC,EUR,Health Care,Health Care Equipment & Services,Health Care Services,0.606053589,2381360,LONG,365,105.99,108.78
834,equity_834,RJE,BEL,EUR,Consumer Staples,Household & Personal Products,Household Products,1.435352672,20146,SHORT,-21644,112.24,108.22
835,equity_835,PNN,USA,USD,Materials,Materials,Paper Packaging,1.990952001,183,LONG,299,16.83,17.58
836,equity_836,OZY,FIN,EUR,Consumer Staples,Food Beverage & Tobacco,Soft Drinks,0.994394889,1412904,LONG,118993,5.56,5.59
837,equity_837,OPC,NLD,EUR,Information Technology,Technology Hardware & Equipment,Semiconductors,1.063036078,4606,SHORT,-497,184.42,165.81
838,equity_838,PYA,DEU,USD,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,1.324764225,66467,SHORT,-9507,48.33,48.52
839,equity_839,HCT,RUS,USD,Consumer Staples,Food Beverage & Tobacco,Tobacco,2.513721281,597942,LONG,342693,9.73,9.12
840,equity_840,GSX,CHN,CNY,Financials,Real Estate,Real Estate Investment Trusts,0.488768412,271925,LONG,6593,780.56,819.08
841,equity_841,VRZ,FIN,EUR,Consumer Discretionary,Automobiles & Components,Motorcycle Manufacturers,1.085464812,11619120,LONG,5706,90.15,94.02
842,equity_842,XYJ,FIN,EUR,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,2.768394003,183138,LONG,20274,146.87,156.8
843,equity_843,SRA,NLD,EUR,Consumer Staples,Food & Staples Retailing,Drug Retail,0.992718111,243470,LONG,10540,23.38,22.06
844,equity_844,RGK,FIN,EUR,Financials,Diversified Financials,Other Diversified Financial Services,1.077312066,2856,LONG,356,77.08,74.79
845,equity_845,MEF,AUS,AUD,Financials,Banks,Diversified Banks,1.415253632,53987,SHORT,-128201,18.52,19.14
846,equity_846,USW,HKG,CNY,Materials,Materials,Fertilizers & Agricultural Chemicals,1.534796002,5318557,SHORT,-636,396.78,415.5
847,equity_847,WQF,BRA,BRL,Consumer Staples,Food Beverage & Tobacco,Meat Poultry & Fish,1.219326889,204211293,SHORT,-21268,425.14,429.54
848,equity_848,UHY,CHE,CHF,Consumer Discretionary,Consumer Durables & Apparel,Housewares & Specialties,4.584392024,6082,LONG,100,112.44,109.41
849,equity_849,VSG,FIN,EUR,Health Care,Health Care Equipment & Services,Health Care Equipment,0.979525317,52775,SHORT,-2114,121.51,131.62
850,equity_850,ZDN,NLD,EUR,Materials,Materials,Construction Materials,1.006547823,48282277,LONG,4940,31.09,32.71
851,equity_851,NKX,GBR,USD,Consumer Discretionary,Retailing,Specialty Stores,0.741827522,1522748,SHORT,-13626,174.74,176.11
852,equity_852,CKW,HKG,HKD,Financials,Insurance,Insurance Brokers,1.750223431,7018349,SHORT,-6499,1270.37,1186.83
853,equity_853,KBZ,HKG,CNY,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.842169054,20476613,SHORT,-17341,1291.24,1212.52
854,equity_854,PLH,BRA,BRL,Materials,Materials,Gold,2.650205543,1516692,SHORT,-152,435.86,409.13
855,equity_855,SYS,ITA,EUR,Consumer Discretionary,Retailing,Distributors,1.349226575,31192,LONG,44695,64.32,61.87
856,equity_856,URE,JPN,JPY,Consumer Staples,Food Beverage & Tobacco,Packaged Foods & Meats,2.176236165,440370632,SHORT,-241421,1605.81,1486.05
857,equity_857,ENC,DEU,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Restaurants,0.626727641,68446,SHORT,-29921,29.76,28.61
858,equity_858,HDC,NLD,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,0.522652511,158205,LONG,7882,109.21,110.25
859,equity_859,LPM,DEU,USD,Materials,Materials,Specialty Chemicals,1.143597641,235621732,LONG,66105,10.11,9.92
860,equity_860,KHO,AUS,AUD,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,1.846634315,2081975,SHORT,-5201,132.8,120.65
861,equity_861,QZQ,DEU,USD,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.832084094,27187382,SHORT,-3086,65.75,61.81
862,equity_862,SFG,BRA,BRL,Industrials,Commercial Services & Supplies,Security & Alarm Services,1.649863705,1563,SHORT,-1523,495.24,539.64
863,equity_863,KAL,DEU,USD,Industrials,Transportation,Railroads,0.781407243,8262,SHORT,-4952,25.44,26.95
864,equity_864,XJN,AUS,AUD,Materials,Materials,Aluminum,0.90854649,23598,SHORT,-5259,107.13,111.03
865,equity_865,FBO,FIN,EUR,Financials,Real Estate,Specialized REITs,1.844384726,2059,LONG,4425,161.65,167.69
866,equity_866,AAX,USA,USD,Materials,Materials,Industrial Gases,1.589038547,2933925,SHORT,-5143,128.66,119.59
867,equity_867,UGE,JPN,JPY,Industrials,Transportation,Railroads,2.318318359,17579,LONG,5101,16514.95,17279.59
868,equity_868,FZA,JPN,JPY,Consumer Discretionary,Hotels Restaurants & Leisure,Casinos & Gaming,0.966244501,441558,SHORT,-133539,1155.57,1153.17
869,equity_869,PLC,HKG,CNY,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,0.780396457,944,SHORT,-528,1113.72,1200.55
870,equity_870,ZJA,DEU,EUR,Financials,Real Estate,Real Estate Investment Trusts,0.877587073,85240,SHORT,-11233,154.71,165.48
